,total_num,average_revenue,rating,voting_total
Sofia Coppola,4.0,172607573.0,7.0340258281864125,3562.0
Peter Billingsley,1.0,171844840.0,5.3,588.0
Boaz Yakin,3.0,171020124.0,6.8491033755274255,1896.0
Thomas Carter,3.0,169836045.0,6.807157464212678,978.0
Peter Hyams,6.0,168635687.0,5.55234899328859,1192.0
Kirk Wise,2.0,166192576.0,6.7479813004674885,2353.0
Gary Trousdale,2.0,166192576.0,6.7479813004674885,2353.0
Ben Sharpsteen,2.0,165340000.0,7.012066574202497,2163.0
Hamilton Luske,2.0,165340000.0,7.012066574202497,2163.0
Oliver Parker,4.0,164613777.0,6.034720121028744,1322.0
Cedric Nicolas-Troyan,1.0,164602163.0,6.0,1523.0
Michael Lembeck,2.0,164196081.0,5.567289719626168,321.0
Malcolm D. Lee,7.0,163832977.0,5.105489864864864,1184.0
Wayne Wang,5.0,163804041.0,5.784462151394424,753.0
Hideo Nakata,1.0,161451538.0,5.4,632.0
Daniel Espinosa,3.0,161400535.0,6.250485933503836,1955.0
Björn Stein,1.0,160112671.0,6.1,1862.0
Måns Mårlind,1.0,160112671.0,6.1,1862.0
Greg Tiernan,2.0,159838395.0,5.555593509820666,2342.0
Ben Falcone,2.0,159161689.0,5.231471535982815,931.0
Dean Parisot,4.0,159153344.0,6.396649395509499,2895.0
Robert Redford,5.0,159037662.0,6.490009606147934,1041.0
Steven Brill,5.0,158339641.0,5.083403716216216,2368.0
Taylor Hackford,6.0,156892835.0,6.5407142857142855,3640.0
Wilson Yip,1.0,156844753.0,6.5,379.0
Kathryn Bigelow,3.0,154989682.0,6.900105097214924,3806.0
Bennett Miller,2.0,152291046.0,6.956487252124647,1765.0
Pete Travis,2.0,152199233.0,6.492168674698796,2656.0
Carl Rinsch,1.0,150962475.0,5.9,1326.0
Tom Vaughan,2.0,150134293.0,5.8175889328063235,1012.0
David Bowers,4.0,150079953.0,6.064392201834862,1744.0
Paul Haggis,3.0,149600502.0,7.015075593952484,2315.0
Peter Hewitt,4.0,149310722.0,5.383190271816881,1398.0
Ash Brannon,1.0,149044513.0,5.9,601.0
John Erick Dowdle,4.0,148957466.0,6.106671608598962,2698.0
Burr Steers,4.0,148609973.0,6.11893625047152,2651.0
John Polson,2.0,148556060.0,5.949019607843137,510.0
Spike Jonze,4.0,148102813.0,7.603277153558054,6408.0
David Dobkin,4.0,147493312.0,6.568134535367546,2884.0
Angelina Jolie,3.0,147474560.0,7.0727045596502185,1601.0
Andy Muschietti,1.0,146497771.0,6.0,1401.0
Russell Mulcahy,4.0,146451882.0,6.252215799614643,2076.0
Andrzej Bartkowiak,5.0,146236439.0,5.306800286327846,1397.0
Jonathan Levine,4.0,144318420.0,6.540298861480076,4216.0
Kevin Macdonald,3.0,143697966.0,7.136271186440677,1180.0
David Lowery,1.0,143695338.0,6.2,679.0
Scott Speer,1.0,140470746.0,6.7,663.0
Stephen Hillenburg,1.0,140161792.0,6.7,574.0
Lee Daniels,2.0,138459134.0,7.117588932806324,1518.0
Roger Kumble,3.0,138439155.0,6.072929936305733,1256.0
Gábor Csupó,1.0,137587063.0,7.0,1113.0
Frank Miller,3.0,137172773.0,6.744472888061439,4297.0
Steve Trenbirth,1.0,135680000.0,5.6,269.0
Clark Johnson,2.0,134563692.0,5.8,995.0
Stuart Baird,2.0,134282042.0,5.995510204081633,735.0
Charles Herman-Wurmfeld,3.0,133928266.0,5.234999999999999,440.0
Ericson Core,1.0,133718711.0,5.5,783.0
Kevin Rodney Sullivan,3.0,133658650.0,5.560061919504644,323.0
Michel Hazanavicius,1.0,133432856.0,7.3,1049.0
Thomas Langmann,1.0,132900000.0,5.0,471.0
Frédéric Forestier,1.0,132900000.0,5.0,471.0
Scott Hicks,5.0,132143969.0,6.652074026802808,1567.0
Charles Martin Smith,3.0,131973429.0,6.293424657534247,365.0
James Watkins,2.0,131714733.0,6.251116625310173,1612.0
Kevin Smith,12.0,131266074.0,6.362522234080397,5622.0
Tate Taylor,2.0,131183722.0,7.693036750483559,2068.0
Alan Parker,3.0,130002765.0,7.018209408194234,659.0
John Pasquin,3.0,129833357.0,5.820964360587002,954.0
Tom Dey,3.0,129409341.0,5.84294621979735,1283.0
Alexander Witt,1.0,129394835.0,6.1,1267.0
Eli Roth,4.0,128069797.0,5.800232774674116,2148.0
George Nolfi,1.0,127869379.0,6.5,1652.0
Luc Jacquet,1.0,127392239.0,6.9,358.0
Jérôme Maison,1.0,127392239.0,6.9,358.0
James Marsh,2.0,126684666.0,7.776993865030675,3586.0
Neil Nightingale,1.0,126546518.0,5.2,133.0
Edgar Wright,5.0,126404909.0,7.210376308171899,8982.0
Ted Kotcheff,1.0,125212904.0,7.2,1488.0
Scott Cooper,3.0,124700310.0,6.425670840787119,2236.0
Jay Chandrasekhar,4.0,124477662.0,5.793207941483803,957.0
Tobe Hooper,5.0,124184535.0,6.866822157434402,1715.0
Michael Caton-Jones,4.0,123990584.0,5.838542766631467,947.0
Richard Fleischer,4.0,123796924.0,5.972340425531916,893.0
Gary Goldman,2.0,123558982.0,7.202693409742121,1745.0
Joe Carnahan,3.0,123515973.0,6.426704278326281,2127.0
Sergei Bodrov,2.0,122706123.0,5.384215246636772,1115.0
Lorna Cook,1.0,122563539.0,7.4,831.0
Gregory Jacobs,1.0,122513057.0,6.3,706.0
Penelope Spheeris,1.0,121697323.0,6.5,728.0
Daniel Lee,2.0,121545703.0,6.036111111111111,180.0
Harald Zwart,2.0,121361235.0,6.019300106044539,1886.0
Terrence Malick,4.0,121336804.0,6.829069767441861,2322.0
Shekhar Kapur,3.0,121270850.0,6.789824120603016,796.0
Scott Stewart,2.0,120227789.0,5.304769114307343,1321.0
David Carson,1.0,120000000.0,6.4,452.0
Patrick Lussier,4.0,119666456.0,5.229370008873114,1127.0
Nimród Antal,3.0,119164001.0,5.96933867735471,1497.0
Jeff Newitt,1.0,118338361.0,6.3999999999999995,374.0
Mike Johnson,1.0,117195061.0,7.2,1894.0
John Carpenter,10.0,116607979.0,6.985036189193738,5941.0
Camille Delamarre,2.0,116526499.0,5.461925042589438,1174.0
Norman Jewison,5.0,116260571.0,7.0314696485623,626.0
Jared Hess,3.0,115916090.0,6.263900414937759,964.0
Jason Moore,1.0,115350426.0,7.299999999999999,2247.0
Jean-Marc Vallée,3.0,115109715.0,7.6245251262322675,4159.0
Jim Gillespie,2.0,115002436.0,5.554444444444444,810.0
Alejandro Agresti,1.0,114830111.0,6.5,670.0
Peter Webber,2.0,113636673.0,6.146265761396703,1031.0
Jonathan Lynn,4.0,113613246.0,6.526470588235294,1224.0
Christian Ditter,1.0,112343513.0,5.9,1201.0
Victor Salva,3.0,112320455.0,6.035617673579802,1109.0
Etan Cohen,1.0,111811453.0,5.9,944.0
Warren Beatty,3.0,111324269.0,6.1781250000000005,384.0
John A. Davis,2.0,111117361.0,5.538693467336683,597.0
Ronny Yu,4.0,110580666.0,5.713321492007105,1126.0
J Blakeson,1.0,109906372.0,5.6,1945.0
Donovan Cook,1.0,109862682.0,6.1,290.0
Robin Budd,1.0,109862682.0,6.1,290.0
Patricia Riggen,3.0,109214114.0,6.2672297297297295,592.0
Alister Grierson,1.0,108609310.0,5.8,339.0
Dan Trachtenberg,1.0,108286421.0,6.799999999999999,2468.0
Graham Annable,1.0,108255770.0,6.6000000000000005,668.0
Andrew Douglas,1.0,108047131.0,6.0,588.0
Chris Butler,1.0,107139399.0,6.7,789.0
Robert Iscove,3.0,106716527.0,5.529044117647059,544.0
Evan Goldberg,2.0,106383954.0,6.201179498177138,4663.0
Seth Rogen,2.0,106383954.0,6.201179498177138,4663.0
Mimi Leder,3.0,106172075.0,6.191634241245136,1542.0
Jane Campion,3.0,105640078.0,6.566247379454927,477.0
Geoffrey Sax,2.0,105134289.0,5.375316455696201,474.0
Marcos Martínez,1.0,104945765.0,5.6,556.0
Jorge Blanco,1.0,104945765.0,5.6,556.0
Javier Abad,1.0,104945765.0,5.6,556.0
Fernando Meirelles,3.0,104653419.0,7.641634835752482,2618.0
Garth Jennings,1.0,104478416.0,6.6,1315.0
John Francis Daley,1.0,104384188.0,6.2,1195.0
Jonathan M. Goldstein,1.0,104384188.0,6.2,1195.0
Niki Caro,3.0,104334301.0,7.1587973273942085,449.0
Geoff Murphy,1.0,104324083.0,5.6,210.0
Leigh Whannell,1.0,104303851.0,6.2,983.0
John Sanford,1.0,103951461.0,5.7,389.0
Will Finn,1.0,103951461.0,5.7,389.0
David Hackl,2.0,103857533.0,5.833780760626397,894.0
Stiles White,1.0,103590271.0,4.9,983.0
George A. Romero,7.0,103550215.0,6.5532814238042265,1798.0
Susanna White,2.0,103176483.0,6.0,596.0
Paul Thomas Anderson,6.0,103131143.0,7.330199157410954,5222.0
Gil Kenan,2.0,103044054.0,6.259093982420555,1479.0
Wally Pfister,1.0,103039258.0,5.9,2295.0
Sam Fell,3.0,102475860.0,6.260645497136907,1921.0
Robert Stevenson,1.0,102272727.0,7.4,1183.0
Frederik Du Chau,2.0,101945022.0,6.192651757188498,313.0
Valerie Faris,1.0,100523181.0,7.5,1686.0
Jonathan Dayton,1.0,100523181.0,7.5,1686.0
Igor Kovalyov,1.0,100491683.0,5.7,147.0
Norton Virgien,2.0,100491683.0,5.670673076923077,208.0
Jennifer Flackett,1.0,100076342.0,5.6,330.0
Mark Levin,1.0,100076342.0,5.6,330.0
Nima Nourizadeh,1.0,100000000.0,6.5,1564.0
Bob Spiers,1.0,100000000.0,4.7,123.0
S.S. Rajamouli,1.0,100000000.0,7.5,135.0
Jessie Nelson,2.0,99542418.0,6.768723098995696,697.0
Steven E. de Souza,1.0,99423521.0,4.1,325.0
Steve Pink,3.0,99389597.0,5.757201646090535,1458.0
Eugenio Derbez,1.0,99067206.0,7.5,205.0
Colin Strause,2.0,98618102.0,4.8186848436247,1247.0
Greg Strause,2.0,98618102.0,4.8186848436247,1247.0
Miguel Arteta,5.0,98371375.0,6.015034965034965,1144.0
James McTeigue,5.0,97702647.0,7.219276907697434,6002.0
Christophe Gans,1.0,97607453.0,6.3,1067.0
Fede Alvarez,1.0,97542952.0,6.4,1723.0
Jorge R. Gutierrez,1.0,97437106.0,7.3,755.0
Xavier Gens,2.0,96987753.0,5.866122098022357,1163.0
Tom McCarthy,2.0,96526287.0,7.770994475138122,2896.0
Iain Softley,4.0,96344060.0,6.47533215234721,2258.0
John Luessenhop,2.0,96297640.0,5.621071012805588,859.0
J. Mackye Gruber,1.0,96060858.0,7.3,2060.0
Eric Bress,1.0,96060858.0,7.3,2060.0
James Wong,4.0,95721472.0,5.628760381421101,3251.0
Dan Mazer,1.0,94073028.0,5.7,1406.0
Brad Furman,3.0,93466352.0,6.482804757185332,2018.0
Richard Loncraine,3.0,93312007.0,5.897044334975369,609.0
Jeff Wadlow,3.0,91375105.0,6.286476993326308,2847.0
Patrick Tatopoulos,1.0,91353501.0,6.2,1428.0
David Cronenberg,7.0,91106991.0,6.836184749931677,3659.0
Don Hahn,1.0,90874570.0,7.0,292.0
Gaëtan Brizzi,1.0,90874570.0,7.0,292.0
Paul Brizzi,1.0,90874570.0,7.0,292.0
Hendel Butoy,1.0,90874570.0,7.0,292.0
Francis Glebas,1.0,90874570.0,7.0,292.0
Pixote Hunt,1.0,90874570.0,7.0,292.0
John Wells,2.0,90795680.0,6.502233077459875,1433.0
Jodie Foster,3.0,90772589.0,6.454446854663774,1383.0
Simon Curtis,2.0,90277469.0,6.964066193853428,846.0
Anton Corbijn,3.0,90178687.0,6.388134206219312,1222.0
Steve Antin,1.0,89519773.0,6.9,573.0
Mike Nichols,6.0,89417107.0,6.493813775510204,1568.0
Oliver Hirschbiegel,2.0,88912674.0,7.185673352435531,1396.0
David Koepp,5.0,88548417.0,6.05801438848921,3475.0
David Wain,4.0,88540861.0,5.803878583473862,1186.0
David Gordon Green,8.0,88470801.0,6.0985883250667685,2621.0
Danny Leiner,2.0,88117631.0,6.007154742096506,1202.0
Mark A.Z. Dippé,1.0,87840042.0,5.0,336.0
Christopher B. Landon,1.0,86362372.0,5.2,449.0
Jake Schreier,2.0,86337338.0,6.231964809384164,2387.0
Sylvain White,2.0,86091123.0,6.185406301824212,603.0
Pedro Almodóvar,1.0,85582407.0,7.299999999999999,406.0
Ole Bornedal,1.0,85446075.0,5.8,498.0
Motonori Sakakibara,1.0,85131830.0,5.9,433.0
Hironobu Sakaguchi,1.0,85131830.0,5.9,433.0
Paul Weiland,1.0,84601681.0,6.0,394.0
John Frankenheimer,5.0,84407633.0,6.206883720930232,1075.0
Mennan Yapo,1.0,84146832.0,5.799999999999999,381.0
John Carney,2.0,84015374.0,7.299999999999999,1707.0
Dwight H. Little,2.0,83761655.0,5.412254901960785,408.0
Jim Abrahams,1.0,83453539.0,7.1,1074.0
Norman Ferguson,1.0,83320000.0,7.2,808.0
Wilfred Jackson,1.0,83320000.0,7.2,808.0
Ford Beebe,1.0,83320000.0,7.2,808.0
T. Hee,1.0,83320000.0,7.2,808.0
Jim Handley,1.0,83320000.0,7.2,808.0
Ted Demme,1.0,83282296.0,7.400000000000001,1317.0
Wong Kar-wai,3.0,83134786.0,6.399551569506727,669.0
Akiva Schaffer,2.0,82602263.0,5.56214405360134,1194.0
Alejandro Amenábar,4.0,82441827.0,6.8859041622945085,2859.0
Pitof,1.0,82102379.0,4.2,808.0
Peter R. Hunt,1.0,81974493.0,6.5,456.0
Mike McCoy,1.0,81272766.0,6.3,417.0
Bille Woodruff,4.0,80998113.0,5.731548757170172,523.0
Andrew Bergman,2.0,80313039.0,4.412785388127855,219.0
Kevin Munroe,2.0,80243057.0,5.569214876033058,484.0
Herbert Ross,1.0,80035402.0,6.4,505.0
Nicolas Winding Refn,4.0,79956048.0,6.9480747543096495,6207.0
Stephen Gaghan,2.0,79719357.0,6.145766129032258,496.0
John Badham,1.0,79567667.0,7.0,504.0
Wolfgang Becker,1.0,79384880.0,7.400000000000001,586.0
"George Tillman, Jr.",4.0,78909916.0,6.909066059225513,2195.0
R.J. Cutler,1.0,78874843.0,7.3,1368.0
Michael Tiddes,3.0,78806482.0,5.094803017602683,1193.0
John Milius,3.0,78290582.0,6.520870535714286,896.0
Kimberly Peirce,3.0,78142025.0,6.0733403582718655,1898.0
Michael Pressman,1.0,78000000.0,5.8,286.0
Lone Scherfig,2.0,77986285.0,6.941023792357607,1387.0
Florent-Emilio Siri,1.0,77944725.0,6.2,512.0
Alex Kendrick,4.0,77556869.0,6.827692307692308,260.0
Alan Poul,1.0,77477008.0,5.7,458.0
Carl Franklin,3.0,77277373.0,6.105304518664047,509.0
Rick Famuyiwa,4.0,77118161.0,7.114339622641509,795.0
Fred Wolf,2.0,77018222.0,5.496153846153846,598.0
Hideaki Anno,1.0,77000000.0,6.5,143.0
Shinji Higuchi,1.0,77000000.0,6.5,143.0
Gary Fleder,6.0,76930125.0,6.329347198151358,1731.0
James Frawley,1.0,76657000.0,7.0,164.0
Brian Percival,1.0,76586316.0,7.3999999999999995,1486.0
Franklin J. Schaffner,3.0,76239564.0,7.127934272300469,426.0
Steve Miner,5.0,76033257.0,5.75258064516129,930.0
Alfred Hitchcock,8.0,75012000.0,7.85173223722842,3406.0
Callan Brunker,1.0,74597643.0,5.7,332.0
Stephen Herek,8.0,74371920.0,6.185018181818183,1375.0
Jimmy Hayward,2.0,73539000.0,4.889910979228487,674.0
Griffin Dunne,3.0,73122365.0,4.964964788732395,1136.0
Craig Gillespie,4.0,72622617.0,6.455181214905563,1959.0
Jamie Blanks,2.0,72527595.0,5.430693069306931,404.0
George Cukor,1.0,72070731.0,7.4,352.0
Vincent Ward,1.0,71485043.0,6.8,577.0
Stuart Beattie,1.0,71154592.0,5.0,687.0
Harold Becker,4.0,71128807.0,6.044847605224963,689.0
Joseph L. Mankiewicz,1.0,71000000.0,6.7,146.0
Gurinder Chadha,4.0,70935849.0,6.354977876106195,904.0
Tom Hanks,2.0,70745791.0,6.123801369863014,584.0
Sean Penn,2.0,70655142.0,7.714263803680981,3260.0
Tamra Davis,2.0,70601050.0,5.598208955223881,335.0
Michael Ritchie,3.0,70486287.0,5.8718120805369125,447.0
William Shatner,1.0,70200000.0,5.6,376.0
Mark Rosman,2.0,70067909.0,5.9670305676855895,916.0
Henry Selick,2.0,70005915.0,7.140163934426229,1464.0
Fred Zinnemann,5.0,69870000.0,7.425474683544303,632.0
Matthew O'Callaghan,1.0,69834815.0,6.2,106.0
Michael Lehmann,3.0,69703570.0,5.4224570673712025,757.0
Colin Higgins,1.0,69701637.0,5.9,41.0
Terry Zwigoff,2.0,69488889.0,6.736229205175601,1082.0
Sidney Lumet,6.0,69202817.0,7.955921288014311,2795.0
David McNally,2.0,68916474.0,5.408611825192802,778.0
Lee Toland Krieger,2.0,68758089.0,7.324291686019508,2153.0
Grant Heslov,1.0,68729358.0,5.9,742.0
Kevin Bray,2.0,68706821.0,5.977622377622378,429.0
Luis Mandoki,2.0,68580016.0,5.738028169014084,284.0
Kunihiko Yuyama,1.0,68411275.0,5.9,137.0
Michael Haigney,1.0,68411275.0,5.9,137.0
Chris Carter,1.0,68369434.0,5.5,523.0
Steve Beck,2.0,68349884.0,5.345314109165808,971.0
Karyn Kusama,2.0,67860062.0,5.34564935064935,1540.0
Christopher Spencer,1.0,67800064.0,5.9,83.0
Daniel Stamm,1.0,67738090.0,5.6,328.0
Chris Kentis,2.0,67639626.0,5.343181818181818,440.0
Jay Russell,3.0,67541707.0,6.314603960396041,404.0
John McNaughton,1.0,67200000.0,6.3,444.0
Stanley Kramer,2.0,67000000.0,7.315254237288135,295.0
Gregory Hoblit,3.0,66876699.0,6.440063761955367,941.0
Ava DuVernay,2.0,66787908.0,7.393203883495145,824.0
Stephen T. Kay,3.0,66605852.0,4.727405247813411,343.0
Drew Goddard,1.0,66486080.0,6.5,2263.0
Joel Gallen,1.0,66468332.0,5.5,431.0
Kirsten Sheridan,1.0,66122026.0,7.1,797.0
Sanaa Hamri,2.0,65873136.0,6.029376854599406,337.0
Pat O'Connor,1.0,65754228.0,6.4,278.0
Chris Gorak,1.0,64626786.0,4.8,469.0
Chris Nahon,1.0,64437847.0,6.4,298.0
Juan Carlos Fresnadillo,1.0,64238440.0,6.5,1197.0
David Gelb,1.0,64110728.0,5.1,505.0
Michael McCullers,1.0,63833449.0,5.8,205.0
Brad Anderson,5.0,63575990.0,6.849494949494949,2970.0
Don Michael Paul,3.0,63432727.0,6.7344467640918575,958.0
Albert Magnoli,1.0,63408614.0,6.1,458.0
Barbra Streisand,3.0,63187599.0,6.182467532467533,154.0
Levan Gabriadze,1.0,62882090.0,5.5,1047.0
Angela Robinson,2.0,62502004.0,5.171202531645569,632.0
Richard Attenborough,4.0,62487889.0,7.24,1035.0
Gina Prince-Bythewood,3.0,62452240.0,7.255584415584416,385.0
Jim Sheridan,3.0,62263217.0,6.3999999999999995,1210.0
John Crowley,1.0,62076141.0,7.2,1213.0
Michael Dougherty,1.0,61548707.0,5.9,584.0
Patty Jenkins,1.0,60378584.0,7.0,485.0
Gregory Nava,1.0,60000000.0,7.0,114.0
Dustin Hoffman,1.0,59520298.0,6.3,139.0
Charles Stone III,2.0,59388787.0,5.764835164835165,182.0
Mark Helfrich,1.0,59192128.0,5.5,444.0
Joel Edgerton,1.0,58978653.0,6.7,1049.0
Rob Zombie,5.0,58954791.0,6.064097744360902,1596.0
Nicholas Hytner,3.0,58508766.0,6.363157894736842,228.0
Gary David Goldberg,1.0,58405313.0,5.8,140.0
John Stockwell,4.0,58206241.0,5.696921182266009,812.0
Kerry Conran,1.0,57958696.0,5.7,439.0
Robert Altman,3.0,57954044.0,6.679646017699115,339.0
Gary McKendry,1.0,57777106.0,6.1,695.0
Shim Hyung-Rae,2.0,56887404.0,4.044144144144144,111.0
David Moreau,1.0,56309766.0,5.5,281.0
Xavier Palud,1.0,56309766.0,5.5,281.0
Juan José Campanella,2.0,55965843.0,7.506417112299466,748.0
Salim Akil,2.0,55748079.0,5.921739130434782,92.0
Jim Fall,1.0,55534455.0,5.7,280.0
Adam Brooks,1.0,55447968.0,6.7,620.0
Theodore Melfi,1.0,54837234.0,7.1000000000000005,763.0
Jonathan Hensleigh,1.0,54700105.0,6.1,766.0
Mark L. Lester,4.0,54555724.0,6.2455390334572485,1076.0
Luis Valdez,1.0,54215416.0,6.8,116.0
David Lynch,5.0,54043893.0,7.481544096928713,3549.0
Billy Wilder,4.0,53866152.0,7.936301835486064,1471.0
Sam Miller,2.0,53830415.0,5.587978142076502,183.0
Hugh Hudson,2.0,53472904.0,6.68,225.0
Dany Boon,1.0,53191886.0,6.8,615.0
Nicolas Guy,1.0,53191886.0,6.8,615.0
Scott Frank,1.0,53181600.0,6.2,1131.0
Ciaran Foy,1.0,52882018.0,5.4,581.0
Michael Rymer,2.0,52490564.0,5.453125000000001,256.0
Michael J. Bassett,1.0,52302796.0,5.0,432.0
Joseph Sargent,1.0,51881013.0,3.5,224.0
Ringo Lam,1.0,51702483.0,5.2,101.0
Peter Hedges,2.0,51554875.0,6.485777777777778,450.0
Michael Spierig,1.0,51416464.0,6.0,634.0
Peter Spierig,1.0,51416464.0,6.0,634.0
Mary Lambert,2.0,51186965.0,6.33957345971564,422.0
Tony Leech,1.0,51053787.0,5.9,479.0
Todd Edwards,1.0,51053787.0,5.9,479.0
Cory Edwards,1.0,51053787.0,5.9,479.0
John Patrick Shanley,1.0,50907234.0,7.0,435.0
Robert Stevenhagen,1.0,50877145.0,5.8,258.0
Irwin Winkler,4.0,50627965.0,6.012996389891696,554.0
Anthony Hemingway,1.0,50365377.0,5.9,178.0
Peter Landesman,1.0,50363790.0,7.0,823.0
Ken Annakin,1.0,50100000.0,7.2,234.0
Bernhard Wicki,1.0,50100000.0,7.2,234.0
Andrew Marton,1.0,50100000.0,7.2,234.0
Rupert Wainwright,1.0,50041732.0,6.0,242.0
Diane English,1.0,50007546.0,4.6,96.0
Bob Fosse,2.0,49823676.0,7.18,100.0
David S. Ward,1.0,49797148.0,6.599999999999999,217.0
Jim Field Smith,1.0,49779728.0,5.9,525.0
Mark Romanek,2.0,49678538.0,6.725767918088737,1172.0
Richard Stanley,1.0,49627779.0,4.6,147.0
Richard Eyre,2.0,49469904.0,6.783333333333333,282.0
King Vidor,3.0,49355000.0,6.357575757575758,66.0
Steven Seagal,1.0,49000000.0,4.5,104.0
Derek Cianfrance,2.0,48551848.0,6.834998033818326,2543.0
Shane Acker,1.0,48428063.0,6.599999999999999,1262.0
Park Chan-wook,3.0,47860754.0,7.517247879359096,3183.0
Carol Reed,2.0,47802877.0,6.894399999999999,125.0
Reginald Hudlin,3.0,47730185.0,5.30592885375494,253.0
Paco Plaza,2.0,47417680.0,6.859451862262825,1423.0
Karan Johar,2.0,47345360.0,7.454744525547445,274.0
Sean McNamara,2.0,46956504.0,6.556600361663653,553.0
Paul McGuigan,3.0,46537436.0,6.779722863741339,2165.0
Asger Leth,1.0,46221189.0,6.2,925.0
Dexter Fletcher,1.0,46152800.0,7.199999999999999,661.0
Brett Leonard,2.0,46149000.0,5.4,360.0
Ayan Mukherjee,1.0,46000000.0,7.200000000000001,79.0
Mike Figgis,2.0,45800000.0,7.053658536585367,369.0
Jun Falkenstein,1.0,45554533.0,6.3,143.0
John Schlesinger,3.0,45547825.0,6.912276214833759,391.0
John Boorman,3.0,45457604.0,5.760625,320.0
Chuck Sheetz,1.0,44460850.0,6.6,67.0
Davis Guggenheim,3.0,44306859.0,6.42172619047619,336.0
Mark Tonderai,1.0,44287131.0,5.6,555.0
James Ivory,7.0,44145110.0,7.090613718411552,554.0
David F. Sandberg,1.0,44107032.0,6.3,1129.0
Mike Flanagan,2.0,43960246.0,6.248334756618275,1171.0
Wash Westmoreland,2.0,43884652.0,7.496849684968497,1111.0
Richard Glatzer,2.0,43884652.0,7.496849684968497,1111.0
Jerome Robbins,1.0,43656822.0,7.0,389.0
Ari Sandel,1.0,43528634.0,6.800000000000001,1322.0
Bernardo Bertolucci,2.0,43234230.0,7.452697095435684,482.0
Gavin O'Connor,5.0,43017611.0,7.1309608540925264,1967.0
Don Siegel,1.0,43000000.0,7.2,561.0
Ric Roman Waugh,1.0,42930462.0,5.8,1138.0
Chris Lofing,1.0,42664410.0,4.9,361.0
Travis Cluff,1.0,42664410.0,4.9,361.0
James Gartner,1.0,42647449.0,7.199999999999999,144.0
Danny Pang,2.0,42487390.0,5.025655976676385,343.0
Oxide Pang Chun,2.0,42487390.0,5.025655976676385,343.0
John Schultz,3.0,42474465.0,5.474876847290641,406.0
Olatunde Osunsanmi,1.0,42333295.0,5.8,441.0
Lars von Trier,3.0,42324095.0,7.1629850746268655,1340.0
Nanette Burstein,1.0,42045846.0,6.0,262.0
Stuart Gillard,2.0,42000000.0,4.987317073170732,205.0
Jack Sholder,2.0,41827294.0,5.514468085106383,470.0
Marco Schnabel,1.0,41819064.0,4.3,242.0
Xavier Beauvois,1.0,41424067.0,6.5,91.0
Mark Pellington,3.0,41388381.0,6.499097472924188,554.0
Denzel Washington,2.0,41093730.0,6.804861111111112,288.0
William Malone,2.0,40748097.0,4.730891719745223,314.0
Christian E. Christiansen,1.0,40492759.0,5.3,224.0
Philip G. Atwell,1.0,40452643.0,6.0,414.0
Robert Eggers,1.0,40423945.0,6.299999999999999,1434.0
Beeban Kidron,1.0,40203020.0,6.1,750.0
Phil Traill,1.0,40105542.0,4.7,295.0
Jason Zada,1.0,40055439.0,4.8,448.0
Russ Meyer,1.0,40000000.0,6.599999999999999,53.0
Ken Scott,2.0,39595359.0,5.759127439724455,871.0
Anthony Bell,1.0,39300000.0,5.3,124.0
Ben Gluck,1.0,39300000.0,5.3,124.0
Troy Miller,1.0,39267515.0,4.1,210.0
Martin McDonagh,2.0,38956044.0,7.074556669236701,2594.0
Dan Gilroy,1.0,38697217.0,7.6,3395.0
Ron Shelton,4.0,38668863.0,5.659911894273128,454.0
John Ottman,1.0,38574362.0,4.4,100.0
Michael Cimino,2.0,38484331.0,7.721106557377049,976.0
Rusty Cundieff,2.0,38438988.0,4.438600723763571,829.0
Greg Coolidge,1.0,38368909.0,5.3,153.0
Paul Michael Glaser,1.0,38122105.0,6.3999999999999995,703.0
Paul Bolger,1.0,38085778.0,4.6,104.0
Yvette Kaplan,1.0,38085778.0,4.6,104.0
Susan Stroman,1.0,38058335.0,6.1,151.0
Terry George,1.0,38000000.0,7.5,793.0
Mike Tollin,2.0,37971376.0,6.18235294117647,204.0
Willard Huyck,1.0,37962774.0,5.1,221.0
Ronald F. Maxwell,2.0,37923936.0,6.426086956521739,138.0
Rick Rosenthal,1.0,37664855.0,4.5,228.0
Andrew Dominik,2.0,37642258.0,6.413438735177865,1518.0
Phil Joanou,2.0,37480851.0,5.771604938271605,324.0
Gil Junger,2.0,37478166.0,6.982394366197183,1988.0
Julian Jarrold,2.0,37311672.0,6.91455525606469,371.0
Edward Norton,1.0,37036004.0,5.9,159.0
Troy Nixey,1.0,36993168.0,5.4,341.0
Julie Anne Robinson,2.0,36893721.0,6.426468344774981,1311.0
Alex Garland,1.0,36869414.0,7.6,4737.0
Blake Edwards,2.0,36833347.0,6.600689655172414,145.0
Jaume Balagueró,4.0,36817680.0,6.794588370754174,1737.0
Andrew Morahan,1.0,36800000.0,4.5,110.0
Bonnie Hunt,1.0,36609995.0,6.1,67.0
Tony Richardson,2.0,36600000.0,5.979999999999999,65.0
Joseph Kahn,2.0,36546197.0,5.220161290322581,248.0
Matt Bettinelli-Olpin,1.0,36433975.0,4.4,216.0
Tyler Gillett,1.0,36433975.0,4.4,216.0
George Ogilvie,1.0,36230219.0,5.8999999999999995,748.0
Brandon Camp,1.0,36133014.0,5.6,180.0
Diane Keaton,1.0,36037909.0,5.0,40.0
Cecil B. DeMille,1.0,36000000.0,6.6,50.0
Henry Koster,1.0,36000000.0,6.4,42.0
