,total_num,average_revenue,rating,voting_total
James Gray,4.0,35942754.0,6.36881067961165,824.0
Michael Hoffman,3.0,35926213.0,7.13853711790393,916.0
Gary Nelson,1.0,35841901.0,6.1,131.0
John Lafia,1.0,35763605.0,5.8,308.0
Nigel Cole,2.0,35686719.0,6.522815533980583,412.0
Nicholas Jarecki,1.0,35485056.0,6.1,294.0
Joseph Ruben,1.0,35431113.0,5.400000000000001,222.0
Michael Cristofer,1.0,35402320.0,5.799999999999999,198.0
Lenny Abrahamson,1.0,35401758.0,8.1,2757.0
Todd Strauss-Schulson,1.0,35387212.0,6.0,328.0
Jean-François Richet,1.0,35294470.0,6.0,311.0
Tom Holland,2.0,35196684.0,6.159290780141843,705.0
Des McAnuff,1.0,35134820.0,3.9,87.0
David Raynr,3.0,35102507.0,4.9523809523809526,42.0
Carroll Ballard,2.0,35099643.0,6.9590000000000005,100.0
Richard Brooks,4.0,34977875.0,7.466885245901641,305.0
George Armitage,2.0,34892907.0,6.488603988603988,351.0
Mike Binder,3.0,34793497.0,6.870825335892515,521.0
Liz Friedlander,1.0,34742066.0,6.6000000000000005,162.0
Lisa Cholodenko,1.0,34705850.0,6.5,506.0
Michael Wadleigh,1.0,34505110.0,7.1,66.0
Mary Harron,1.0,34266564.0,7.3,2066.0
Matt Williams,1.0,33771174.0,6.9,155.0
Christopher Cain,2.0,33726644.0,6.506569343065693,274.0
Shana Feste,3.0,33607114.0,6.576524390243902,656.0
Kent Alterman,1.0,33472850.0,5.4,251.0
Antony Hoffman,1.0,33463969.0,5.4,267.0
John Sullivan,1.0,33400000.0,4.6,19.0
Dinesh D'Souza,1.0,33400000.0,4.6,19.0
Stephen Chbosky,1.0,33400000.0,7.700000000000001,2968.0
Lawrence Guterman,2.0,33375151.0,4.314202898550725,690.0
John Dahl,4.0,33158089.0,6.621818181818182,935.0
Nicole Holofcener,5.0,33094240.0,6.185968028419182,563.0
John Stainton,1.0,33082548.0,5.3,34.0
Dan Cutforth,1.0,32726956.0,6.5,85.0
Jane Lipsitz,1.0,32726956.0,6.5,85.0
Dennis Iliadis,1.0,32721635.0,6.2,440.0
Rian Johnson,2.0,32572764.0,6.608285714285714,4900.0
Patrik Forsberg,1.0,32438988.0,4.4,797.0
Jonathan van Tulleken,1.0,32438988.0,4.4,797.0
James Duffy,1.0,32438988.0,4.4,797.0
Will Graham,1.0,32438988.0,4.4,797.0
Stanley Tong,1.0,32392047.0,6.5,240.0
Dean Israelite,1.0,32248241.0,6.4,933.0
Leslie Small,2.0,32230907.0,7.286956521739131,138.0
James Mather,1.0,32204030.0,5.8,715.0
Stephen St. Leger,1.0,32204030.0,5.8,715.0
Clare Kilner,2.0,32175038.0,6.122794117647059,272.0
Raja Menon,1.0,32000000.0,7.3,57.0
Ricky Gervais,1.0,31912793.0,6.0,518.0
Matthew Robinson,1.0,31912793.0,6.0,518.0
Billy Ray,2.0,31799742.0,6.299328859060403,447.0
Harmony Korine,1.0,31724284.0,5.0,1551.0
Joshua Logan,1.0,31678778.0,6.2,63.0
Daniel Barnz,2.0,31476125.0,5.991001124859393,889.0
Ethan Maniquis,1.0,31327899.0,6.3,1150.0
Anand Tucker,3.0,31226246.0,6.316817359855334,553.0
Christopher Erskin,1.0,31179516.0,4.7,30.0
Josh Gordon,2.0,30830607.0,5.900000000000001,1152.0
Will Speck,2.0,30830607.0,5.900000000000001,1152.0
Akiva Goldsman,1.0,30800231.0,6.0,487.0
Rodrigo Cortés,2.0,30716004.0,6.412468827930175,1203.0
Kátia Lund,1.0,30641770.0,8.1,1814.0
Mark Mylod,1.0,30426096.0,6.199999999999999,671.0
Brian Robbins,6.0,30402411.0,5.486553191489362,1175.0
Joseph Zito,2.0,30380880.0,5.797202797202798,286.0
John Fortenberry,1.0,30331165.0,5.9,198.0
Nick Hamm,1.0,30114487.0,4.7,114.0
Mervyn LeRoy,1.0,30000000.0,7.0,63.0
Jim Sonzero,1.0,29907685.0,5.0,150.0
Zach Braff,2.0,29765022.0,6.87124183006536,918.0
Kinka Usher,1.0,29762011.0,5.7,250.0
Toshio Masuda,1.0,29548291.0,6.9,147.0
Kinji Fukasaku,1.0,29548291.0,6.9,147.0
Sara Sugarman,1.0,29331068.0,5.1,221.0
Mark Rydell,1.0,29174648.0,6.8,28.0
Patrick Read Johnson,2.0,29041078.0,5.708026755852843,299.0
Jonas Elmer,1.0,29010817.0,5.200000000000001,99.0
Kevin Allen,2.0,28818995.0,5.224,150.0
Laurent Cantet,1.0,28814580.0,6.8,174.0
Ben Younger,1.0,28780255.0,6.5,201.0
Rob Schmidt,1.0,28650575.0,6.0,635.0
Peter Sollett,3.0,28563388.0,6.639208633093525,556.0
Tim Robbins,2.0,28363635.0,7.294929577464789,355.0
Damien O'Donnell,1.0,28200000.0,6.5,59.0
Ulu Grosbard,1.0,28121100.0,5.9,54.0
Rachel Talalay,2.0,27936528.0,5.234634146341463,410.0
Tim Fywell,1.0,27645491.0,5.9,185.0
Chris Rock,3.0,27630536.0,5.875892857142857,336.0
Don Scardino,1.0,27437881.0,5.3,724.0
Sheldon Lettich,2.0,27386088.0,5.490163934426229,244.0
Brian Henson,1.0,27281507.0,7.2,212.0
Stewart Hendler,1.0,27206120.0,5.4,177.0
Anthony Silverston,1.0,27187375.0,5.8,72.0
Prachya Pinkaew,1.0,27165581.0,6.8,167.0
Mike Hodges,1.0,27107960.0,6.1,233.0
Kirk Wong,1.0,27007143.0,6.1,109.0
Al Silliman Jr.,1.0,27000000.0,4.3,5.0
Michael Schultz,3.0,26558300.0,6.428915662650603,83.0
Anthony Mann,2.0,26500000.0,6.65625,96.0
Craig Brewer,2.0,26467573.0,6.686842105263159,342.0
Patrick Gilmore,1.0,26288320.0,6.6,372.0
Morgan Spurlock,4.0,26235764.0,6.917448856799036,831.0
Michael Curtiz,3.0,26120500.0,7.871950379048933,1451.0
Tom Gormican,1.0,26049082.0,6.1,1004.0
Guillaume Canet,2.0,25946942.0,6.758620689655173,551.0
Craig Mazin,2.0,25871834.0,4.916923076923077,390.0
Douglas Aarniokoski,2.0,25843598.0,4.666816143497758,223.0
Gonzalo López-Gallego,1.0,25562924.0,5.0,356.0
Doug Lefler,1.0,25303038.0,5.0,207.0
J.C. Chandor,3.0,25119829.0,6.598736358414704,1741.0
Michael Anderson,1.0,25000000.0,6.6,269.0
Don Mancini,1.0,24829644.0,4.9,287.0
Julie Taymor,3.0,24645068.0,7.151577669902912,824.0
Andrei Konchalovsky,2.0,24587573.0,6.031102362204724,508.0
Andrew Fleming,4.0,24269466.0,6.109752321981424,646.0
Jody Hill,1.0,24007324.0,5.6,225.0
Ted Post,2.0,23999718.0,6.373598553345389,553.0
Rob Pritts,1.0,23978402.0,4.1,54.0
William Wyler,1.0,23650000.0,7.6,143.0
David Schwimmer,2.0,23620000.0,6.425321100917431,545.0
Daniel Sackheim,1.0,23619609.0,5.4,201.0
Marcus Raboy,2.0,23535904.0,6.0476190476190474,105.0
Harold Cronk,1.0,23507567.0,5.7,72.0
Billy Bob Thornton,2.0,23475416.0,7.070103092783506,291.0
Gregory Poirier,1.0,23430766.0,4.9,74.0
Corey Yuen Kwai,2.0,23409246.0,6.427095413811281,1897.0
John Hillcoat,3.0,23323295.0,6.3761179828734535,2102.0
Agustín Díaz Yanes,1.0,23321954.0,5.6,61.0
Jim Rash,1.0,23198652.0,7.1000000000000005,688.0
Nat Faxon,1.0,23198652.0,7.1000000000000005,688.0
Ken Loach,1.0,22889018.0,7.099999999999999,154.0
Jason Eisener,2.0,22786350.0,6.453582089552238,670.0
Catherine Owens,1.0,22730842.0,6.7,10.0
Elia Kazan,3.0,22690000.0,7.753576642335767,685.0
Christian Alvart,2.0,22645327.0,6.331563201196708,1337.0
David E. Talbert,1.0,22456509.0,5.6,85.0
Mike Bigelow,1.0,22400154.0,4.7,225.0
Yash Chopra,2.0,22385320.0,7.34923076923077,130.0
Jonathan Teplitzky,1.0,22309223.0,6.7,273.0
Jeremy Leven,1.0,22200000.0,6.200000000000001,183.0
Adrienne Shelly,1.0,22179430.0,6.7,129.0
John Bonito,1.0,22165608.0,5.0,163.0
Nick Hurran,1.0,22034832.0,5.2,112.0
Danny Steinmann,1.0,21930418.0,5.1,196.0
Fyodor Bondarchuk,1.0,21834845.0,5.3,23.0
Justin Zackham,1.0,21819348.0,5.7,414.0
Frank Capra,4.0,21707489.0,7.887835051546391,1455.0
Roger Christian,1.0,21400000.0,3.0,255.0
Julian Gilbey,2.0,21345000.0,6.1646090534979425,243.0
James D. Stern,1.0,21268532.0,7.5,10.0
Don Kempf,1.0,21268532.0,7.5,10.0
Noah Baumbach,3.0,21255442.0,6.566876310272536,954.0
George Sidney,3.0,21231000.0,7.109090909090909,44.0
Christian Robinson,1.0,21170563.0,6.0,32.0
John Maybury,1.0,21126225.0,6.8,455.0
Benh Zeitlin,1.0,21107746.0,6.8,403.0
Franco Zeffirelli,1.0,21001563.0,5.8,32.0
Rocky Morton,1.0,20915465.0,4.0,232.0
Annabel Jankel,1.0,20915465.0,4.0,232.0
Jeff Schaffer,1.0,20796847.0,6.5,656.0
George T. Miller,1.0,20659423.0,6.8,37.0
Todd Haynes,3.0,20582823.0,6.771428571428571,455.0
Peter Atencio,1.0,20566327.0,6.0,421.0
John Ford,4.0,20464000.0,7.158177570093457,428.0
Mark Herman,2.0,20416563.0,7.655621693121694,1512.0
Maïwenn,1.0,20374201.0,7.9,285.0
Ben Garant,1.0,20342161.0,5.6,72.0
Ed Harris,2.0,20211394.0,6.37,390.0
Alan Shapiro,1.0,20080020.0,5.3,84.0
Simon Wincer,4.0,20024289.0,5.381159420289856,483.0
Wych Kaosayananda,1.0,19924033.0,4.3,97.0
Bruce Malmuth,1.0,19905359.0,6.3999999999999995,86.0
Mikael Salomon,2.0,19870567.0,5.5942408376963355,191.0
Julian Schnabel,2.0,19826791.0,7.200530503978781,377.0
Vic Armstrong,1.0,19682924.0,3.7,392.0
Rand Ravich,1.0,19598588.0,5.4,254.0
John Michael McDonagh,1.0,19560274.0,6.8,372.0
Gary Chapman,1.0,19478106.0,5.2,235.0
Tom McLoughlin,1.0,19472057.0,5.7,216.0
Sergio Leone,4.0,19421508.0,8.037933593025413,5391.0
Jacques Cluzaud,1.0,19406406.0,7.3,111.0
Sidney J. Furie,1.0,19300000.0,4.1,318.0
Giuseppe Tornatore,1.0,19255873.0,7.7,704.0
John Carl Buechler,1.0,19170001.0,5.3,192.0
Dennis Gansel,1.0,19000000.0,7.5,841.0
Doug Atchison,1.0,18948425.0,6.7,81.0
Sammo Hung,1.0,18814720.0,6.3,128.0
Demian Lichtenstein,1.0,18720175.0,5.799999999999999,178.0
Douglas McGrath,3.0,18702825.0,5.6888000000000005,250.0
Dan St. Pierre,1.0,18662027.0,5.9,43.0
Rob McKittrick,1.0,18637690.0,6.2,237.0
Josef Rusnak,1.0,18564088.0,6.8,378.0
Miguel Sapochnik,1.0,18409891.0,6.2,620.0
Christopher Guest,4.0,18292271.0,6.688439306358382,346.0
Fred Savage,1.0,18197398.0,4.4,91.0
Bradley Parker,1.0,18112929.0,4.9,483.0
Niels Arden Oplev,1.0,18074539.0,5.9,638.0
Trey Parker,3.0,17907422.0,6.840107913669065,1668.0
Fatih Akin,1.0,17872796.0,7.1,116.0
Tony Bill,1.0,17800000.0,6.3,271.0
Katt Shea,1.0,17762705.0,5.1,76.0
Christian Carion,1.0,17709155.0,7.2,212.0
Joshua Michael Stern,1.0,17600000.0,5.8,65.0
Bill Paxton,2.0,17541625.0,6.975225225225225,444.0
Gilles Paquet-Brenner,1.0,17511906.0,7.2,196.0
David Nutter,1.0,17507368.0,5.5,104.0
Jon Kasdan,1.0,17500000.0,5.8,160.0
Chris Koch,2.0,17432163.0,5.1097014925373125,134.0
Thomas Bezucha,2.0,17425000.0,6.059144893111639,842.0
Tommy O'Haver,2.0,17388767.0,5.84140625,512.0
Don Coscarelli,3.0,17339379.0,6.423821989528795,382.0
Robert B. Weide,1.0,17286299.0,6.2,244.0
Jack Smight,2.0,17220000.0,5.67741935483871,62.0
Mira Nair,5.0,17204608.0,6.196428571428571,224.0
Kevin Hooks,1.0,17193231.0,5.2,47.0
Shinji Aramaki,1.0,17137302.0,6.5,356.0
Neil Marshall,3.0,17026215.0,6.394982896237172,1754.0
Jesse Peretz,2.0,17014135.0,5.89207650273224,366.0
John 'Bud' Cardos,1.0,17000000.0,5.7,30.0
James Isaac,1.0,16951798.0,4.5,291.0
Mabrouk El Mechri,1.0,16863583.0,4.8,271.0
J. Lee Thompson,2.0,16844595.0,5.8139689578713964,451.0
Mark Christopher,1.0,16757163.0,5.5,135.0
Barbet Schroeder,2.0,16714147.0,5.930372492836676,349.0
James Sbardellati,1.0,16702864.0,4.9,76.0
Peter Merwin,1.0,16702864.0,4.9,76.0
Drew Barrymore,1.0,16633035.0,6.7,357.0
Paul Abascal,1.0,16605763.0,5.799999999999999,52.0
Benson Lee,1.0,16549477.0,5.9,88.0
Peter Yates,1.0,16519460.0,5.8,129.0
Kurt Wimmer,2.0,16429856.0,6.4214925373134335,2010.0
Martin Lawrence,2.0,16184015.0,5.65625,16.0
Christine Jeffs,1.0,16174377.0,6.5,255.0
Michael Mayer,2.0,16048955.0,6.424742268041237,97.0
Tim Blake Nelson,1.0,16017403.0,5.8,75.0
Adam Marcus,1.0,15938065.0,4.2,193.0
Jeff Nichols,4.0,15899296.0,6.775633187772925,2290.0
Nate Parker,1.0,15861566.0,6.5,178.0
Andrew Erwin,2.0,15785554.0,5.791666666666667,156.0
Joe Nussbaum,3.0,15750075.0,5.764543524416136,471.0
RZA,1.0,15608545.0,5.2,358.0
Harry Elfont,2.0,15605015.0,5.8030927835051545,194.0
Deborah Kaplan,2.0,15605015.0,5.8030927835051545,194.0
Russell Crowe,1.0,15520023.0,6.799999999999999,431.0
George Stevens,1.0,15473333.0,6.5,41.0
Rowan Joffe,2.0,15447154.0,6.169740634005764,694.0
Nick Gomez,1.0,15427192.0,5.4,43.0
Takeshi Kitano,1.0,15250000.0,6.8,107.0
Melvin Van Peebles,1.0,15200000.0,4.6,18.0
Ed Gass-Donnelly,1.0,15179302.0,4.4,203.0
Joe Chappelle,1.0,15116634.0,5.0,170.0
Philip Kaufman,2.0,15060876.0,7.123691460055096,363.0
Rowdy Herrington,2.0,15050028.0,6.243911439114391,271.0
Bruce Hunt,1.0,15007991.0,5.099999999999999,202.0
Jean-Paul Rappeneau,2.0,15000000.0,6.2555555555555555,45.0
Jessy Terrero,1.0,14822346.0,4.7,108.0
Nelson McCormick,2.0,14796236.0,5.1000000000000005,334.0
Brendan Malloy,1.0,14782676.0,5.8,53.0
Emmett Malloy,1.0,14782676.0,5.8,53.0
David Robert Mitchell,1.0,14674076.0,6.6,1832.0
François Ozon,2.0,14641323.0,6.680802292263611,349.0
John Huston,2.0,14600000.0,6.85527950310559,161.0
Isabel Coixet,2.0,14584321.0,6.908450704225352,284.0
Clive Barker,1.0,14564027.0,6.900000000000001,449.0
Stephen Anderson,1.0,14460000.0,6.8,258.0
Dax Shepard,1.0,14400000.0,5.5,224.0
Tommy Lee Wallace,1.0,14400000.0,5.0,229.0
David Palmer,1.0,14400000.0,5.5,224.0
Elaine May,1.0,14375181.0,4.2,28.0
Joby Harold,1.0,14373825.0,6.3,395.0
Eric Lavaine,1.0,14348529.0,5.8,214.0
Kenny Ortega,5.0,14314713.0,6.209875813128326,3382.0
Dan O'Bannon,1.0,14237000.0,7.3,267.0
Gary Sherman,1.0,14144000.0,4.5,123.0
Matthew Robbins,1.0,14110013.0,6.5,67.0
Rob Hedden,1.0,14000000.0,4.8,191.0
Michael Gornick,1.0,14000000.0,5.9,129.0
Lionel C. Martin,1.0,13960203.0,5.3,8.0
Debra Granik,1.0,13831503.0,6.8,565.0
Mike Disa,1.0,13521829.0,4.8,131.0
Charles Shyer,1.0,13395939.0,5.6,248.0
Michael O. Sajbel,2.0,13391174.0,6.706666666666665,90.0
Duncan Tucker,1.0,13350369.0,6.9,144.0
Dennie Gordon,4.0,13287695.0,5.625529265255292,803.0
E. Elias Merhige,2.0,13279017.0,6.161788617886178,246.0
Craig R. Baxley,2.0,13256975.0,5.223809523809525,84.0
Brian Klugman,1.0,13231461.0,6.3999999999999995,379.0
Lee Sternthal,1.0,13231461.0,6.3999999999999995,379.0
DJ Pooh,2.0,13229331.0,5.519512195121951,41.0
Robert Mulligan,1.0,13129846.0,8.0,657.0
Todd Field,2.0,13121658.0,6.764741641337386,329.0
Laura Lau,1.0,13101672.0,5.2,125.0
Damien Chazelle,1.0,13092000.0,8.3,4254.0
Jonathan Kaplan,1.0,13000000.0,6.2,111.0
Erik Canuel,1.0,12671300.0,6.5,42.0
Glen Morgan,2.0,12510851.0,5.207960199004975,201.0
Maksim Sveshnikov,1.0,12400000.0,5.1,47.0
Vladlen Barbe,1.0,12400000.0,5.1,47.0
Don Taylor,1.0,12348905.0,6.3,264.0
Steve Carver,1.0,12232628.0,5.5,67.0
Richard Kelly,3.0,11978796.0,7.282198952879582,4202.0
Leslye Headland,1.0,11947954.0,5.3,444.0
Newt Arnold,1.0,11806119.0,6.6,363.0
Lawrence Kasdan,5.0,11767436.0,5.8516095534787125,963.0
John Sturges,1.0,11744471.0,7.799999999999999,717.0
Thomas Vinterberg,3.0,11700000.0,7.799485861182519,1167.0
Dominique Othenin-Girard,1.0,11642254.0,5.2,183.0
Rakeysh Omprakash Mehra,1.0,11502151.0,7.2,97.0
Robert Butler,1.0,11466088.0,5.2,62.0
Josh Schwartz,1.0,11417362.0,5.5,134.0
Yoon Je-kyoon,1.0,11301649.0,6.5,48.0
Hugh Johnson,1.0,11263966.0,5.3,29.0
Takashi Yamazaki,1.0,11212294.0,6.3,59.0
Steven Zaillian,2.0,11153798.0,5.913725490196079,204.0
Walter Murch,1.0,11137801.0,6.7,120.0
Ari Folman,1.0,11125849.0,7.799999999999999,291.0
Max Joseph,1.0,11122090.0,6.3,658.0
Sngmoo Lee,1.0,11087569.0,6.3,136.0
Elizabeth Allen Rosenbaum,2.0,11006849.0,5.9206896551724135,609.0
Deepa Mehta,2.0,10951359.0,6.75813953488372,43.0
Dan Fogelman,1.0,10835752.0,6.6,183.0
Ryan Fleck,2.0,10702965.0,6.794736842105263,912.0
Paweł Pawlikowski,2.0,10700000.0,6.896551724137931,319.0
Fred Dekker,1.0,10696210.0,4.2,305.0
Mic Rodgers,1.0,10667893.0,4.2,135.0
Lu Chuan,1.0,10652498.0,7.6,55.0
Michael Patrick Jann,1.0,10571408.0,6.3999999999999995,86.0
Costa-Gavras,2.0,10541523.0,6.476923076923078,156.0
Courtney Solomon,2.0,10501938.0,5.046391752577319,388.0
Espen Sandberg,1.0,10496317.0,5.8,307.0
Joachim Rønning,1.0,10496317.0,5.8,307.0
Jon Erwin,1.0,10429707.0,5.5,121.0
Daniel Barber,1.0,10329747.0,6.7,348.0
Lexi Alexander,1.0,10089373.0,5.6,294.0
Takao Okawara,1.0,10037390.0,5.9,43.0
Guy Green,1.0,10000000.0,6.3,36.0
Nicholas Ray,1.0,10000000.0,6.3,36.0
Betsy Chasse,1.0,10000000.0,5.8,34.0
William Arntz,1.0,10000000.0,5.8,34.0
Paul Mazursky,1.0,9789900.0,4.8,4.0
Martin Ritt,2.0,9700000.0,7.18780487804878,82.0
Kevin Tancharoen,2.0,9663238.0,5.9799065420560735,214.0
Lorene Scafaria,1.0,9636289.0,6.3,700.0
Todd Lincoln ,1.0,9627492.0,4.5,140.0
Dean Wright,1.0,9622846.0,6.4,35.0
François Girard,1.0,9495408.0,7.299999999999999,99.0
Jack Conway,1.0,9172000.0,6.5,8.0
Ben Lewin,1.0,9138338.0,6.6,179.0
Tay Garnett,1.0,9132000.0,5.8,4.0
John Sayles,4.0,9067770.0,6.814150943396227,106.0
Arthur Rosson,1.0,9012000.0,7.300000000000001,82.0
Howard Hawks,1.0,9012000.0,7.300000000000001,82.0
Robert D. Webb,1.0,9000000.0,5.5,21.0
Vadim Perelman,2.0,8942795.0,6.72404181184669,287.0
Tony Jaa,1.0,8936663.0,6.0,152.0
Panna Rittikrai,1.0,8936663.0,6.0,152.0
Robert C. Cooper,1.0,8900000.0,6.9,140.0
Matty Rich,2.0,8880705.0,4.077777777777778,9.0
Mort Nathan,1.0,8586376.0,4.7,146.0
Henry Hathaway,1.0,8500000.0,6.700000000000001,79.0
Charlie Chaplin,1.0,8500000.0,8.1,856.0
Richard J. Lewis,1.0,8454301.0,7.2,129.0
D.W. Griffith,1.0,8394751.0,7.4,60.0
Paolo Sorrentino,1.0,8371085.0,7.3,720.0
Ferzan Ozpetek,1.0,8220215.0,7.0,118.0
Stéphane Aubier,1.0,8109160.0,7.6000000000000005,142.0
Vincent Patar,1.0,8109160.0,7.6000000000000005,142.0
Benjamin Renner,1.0,8109160.0,7.6000000000000005,142.0
Daisy von Scherler Mayer,2.0,8026971.0,5.147058823529412,85.0
Paul Bartel,1.0,8000000.0,5.9,124.0
Edmund Goulding,1.0,8000000.0,6.1,19.0
Howard Hughes,1.0,8000000.0,6.1,19.0
James Whale,1.0,8000000.0,6.1,19.0
Michael Polish,5.0,7973588.0,5.7184,250.0
Richard Shepard,3.0,7820755.0,6.095495495495495,444.0
Lauren Lazin,1.0,7808524.0,8.0,26.0
Allan Dwan,1.0,7800000.0,6.2,33.0
Jason Bateman,1.0,7800000.0,6.3999999999999995,334.0
Werner Herzog,2.0,7766245.0,6.4567975830815705,662.0
Steve James,2.0,7719915.0,7.5055555555555555,108.0
Bart Freundlich,2.0,7702864.0,5.065714285714287,105.0
Neil LaBute,3.0,7640028.0,5.988590604026846,447.0
Robert Rossen,1.0,7600000.0,7.6,240.0
Steven Shainberg,2.0,7585698.0,6.553674832962139,449.0
Jean-Jacques Mantello,1.0,7518876.0,8.0,3.0
Gene Kelly,1.0,7200000.0,7.799999999999999,727.0
Stanley Donen,1.0,7200000.0,7.799999999999999,727.0
Derrick Borte,1.0,7022728.0,6.1,210.0
Kasi Lemmons,3.0,7018189.0,5.992857142857143,70.0
James Ponsoldt,1.0,6854611.0,6.8,1048.0
Risa Bramon Garcia,1.0,6852450.0,6.1,44.0
Marcus Dunstan,1.0,6842058.0,5.9,289.0
David Mamet,2.0,6835130.0,6.7429530201342285,149.0
Raymond De Felitta,1.0,6670712.0,6.9,113.0
Charles S. Dutton,1.0,6614280.0,4.5,32.0
Nicholaus Goossen,1.0,6538177.0,6.6,220.0
Svyatoslav Ushakov,1.0,6500000.0,6.3,10.0
Inna Evlannikova,1.0,6500000.0,6.3,10.0
Anna Boden,1.0,6491240.0,6.9,672.0
Cyrus Nowrasteh,1.0,6490401.0,6.4,30.0
Jeb Stuart,2.0,6482195.0,5.817543859649122,57.0
Shari Springer Berman,2.0,6456666.0,6.866442953020134,149.0
Robert Pulcini,2.0,6456666.0,6.866442953020134,149.0
Alejandro Monteverde,2.0,6420319.0,6.95,222.0
Dewey Nicks,1.0,6413915.0,5.4,60.0
Larry Clark,2.0,6393027.0,6.7690594059405935,404.0
Nick Love,2.0,6294161.0,5.446198830409357,171.0
Deb Hagan,1.0,6230276.0,4.8,48.0
Linda Mendoza,1.0,6126237.0,6.3,16.0
Jorma Taccone,1.0,6110000.0,5.1,179.0
Lynne Ramsay,2.0,6038942.0,7.3904360056258795,711.0
Dave Meyers,1.0,6033999.0,6.3,3.0
Edward Burns,4.0,5973579.0,5.838317757009346,107.0
David Pastor,1.0,5802422.0,5.8,282.0
Àlex Pastor,1.0,5802422.0,5.8,282.0
Shane Meadows,4.0,5796544.0,7.320664206642067,542.0
John Guillermin,1.0,5778353.0,5.0,22.0
Duke Johnson,1.0,5659286.0,7.0,459.0
Scott Walker,1.0,5496951.0,6.1,465.0
Eli Craig,1.0,5476793.0,7.299999999999999,847.0
David Leland,2.0,5410749.0,4.403846153846154,78.0
Jon Erwin ,1.0,5355847.0,6.8,35.0
Charles Ferguson,3.0,5303145.0,7.662783171521037,309.0
Craig Johnson,1.0,5284309.0,6.7,292.0
Vondie Curtis-Hall,1.0,5271666.0,3.4,38.0
Terence Davies,1.0,5164404.0,6.4,25.0
Michael Dowse,2.0,5048688.0,6.380000000000001,260.0
Terry Jones,1.0,5028948.0,7.8,1708.0
Liv Ullmann,1.0,5000000.0,5.9,45.0
Eugène Lourié,1.0,5000000.0,6.699999999999999,41.0
William Sachs,1.0,4865000.0,3.3,16.0
Gérard Depardieu,1.0,4857367.0,6.8,207.0
Christopher Doyle,1.0,4857367.0,6.8,207.0
Bruno Podalydès,1.0,4857367.0,6.8,207.0
Nobuhiro Suwa,1.0,4857367.0,6.8,207.0
Oliver Schmitz,1.0,4857367.0,6.8,207.0
Daniela Thomas,1.0,4857367.0,6.8,207.0
Mitch Davis,2.0,4720371.0,6.321052631578947,38.0
Troy Duffy,2.0,4659792.0,6.890983606557378,1098.0
Sam Peckinpah,4.0,4497785.0,7.325916870415647,409.0
Mark Tarlov,1.0,4398989.0,5.5,52.0
Andy García,1.0,4386236.0,6.0,24.0
Harry Beaumont,1.0,4358000.0,5.0,19.0
Hart Bochner,1.0,4350774.0,6.0,41.0
Allison Anders,2.0,4300000.0,6.496240601503759,532.0
Alexandre Rockwell,1.0,4300000.0,6.5,530.0
Chris Morris,1.0,4270000.0,7.0,423.0
Gareth Edwards,1.0,4242978.0,6.2,587.0
Ritesh Batra,1.0,4235151.0,7.3,221.0
Adam Rifkin,2.0,4217115.0,6.676470588235294,102.0
André Øvredal,1.0,4159678.0,6.7,583.0
Rodman Flender,1.0,4152230.0,6.1000000000000005,182.0
Gareth Evans,1.0,4105187.0,7.3,1055.0
Scott Mann,1.0,4100000.0,5.6,318.0
Ronan Chapalain,1.0,4074023.0,5.9,11.0
Pascal Vuong,1.0,4074023.0,5.9,11.0
Philip Saville,1.0,4069090.0,8.2,12.0
Mike Mills,2.0,4052123.0,6.68671497584541,414.0
Randall Miller,1.0,4040588.0,6.6,60.0
Aleksandr Veledinskiy,1.0,4037782.0,7.3,23.0
William Dear,2.0,4019980.0,6.241176470588235,34.0
Colin Trevorrow,1.0,4007792.0,6.8,556.0
Mel Stuart,1.0,4000000.0,7.400000000000001,798.0
Henry King,1.0,4000000.0,4.8,6.0
Justin Kerrigan,1.0,4000000.0,6.8,97.0
Rod Lurie,5.0,3967148.0,6.44910071942446,556.0
Joe Cornish,1.0,3964682.0,6.3,733.0
Cédric Klapisch,2.0,3897799.0,6.948936170212765,282.0
Michael Haneke,3.0,3878364.0,6.89125,1200.0
Tony Kaye,3.0,3875152.0,8.199339061467283,3026.0
Clark Gregg,1.0,3830137.0,6.0,127.0
Walter Salles,4.0,3811486.0,6.027422907488987,908.0
John Waters,3.0,3808688.0,6.291216216216216,296.0
Andrea Di Stefano,1.0,3758328.0,6.1,271.0
Jacques Perrin,2.0,3757089.0,7.208125,160.0
Agnieszka Wojtowicz-Vosloo,1.0,3606395.0,5.4,251.0
Maggie Carey,1.0,3566225.0,5.5,342.0
Drake Doremus,1.0,3542353.0,6.4,381.0
Sean Durkin,1.0,3538446.0,6.7,277.0
Ryûhei Kitamura,1.0,3533227.0,6.0,290.0
Mike Marvin,1.0,3500000.0,5.9,108.0
Jeremy Saulnier,2.0,3478755.0,6.780698689956332,1145.0
Denys Arcand,1.0,3432342.0,6.699999999999999,77.0
Michael Cuesta,2.0,3418038.0,6.608031088082901,386.0
Douglas Cheek,1.0,3412497.0,5.3,62.0
Will Canon,1.0,3387000.0,4.9,148.0
Russell Holt,1.0,3347647.0,6.1,7.0
John Cameron Mitchell,3.0,3308095.0,6.785714285714286,385.0
Peter Medak,1.0,3275585.0,5.7,36.0
Mark Sandrich,1.0,3202000.0,7.4,59.0
Lynn Shelton,1.0,3200000.0,6.5,137.0
